"","DREAD","UNKNO","TRUST","KNsub","KNobj","PROGR","PRISK","PBENE","POLICY"
"heu981",-0.656862505080222,0.0714665530109883,1.45472481361913,1.05264272571604,0.949497887408409,-0.0147973291020267,-0.0886233416863555,0.0925504321143424,1.19832425865061
"ib0612",-0.846993818794233,-0.532386515504426,1.10183412270312,-0.741565504026831,0.177355633390845,0.362834754342358,-1.39865129634792,0.236707285927162,1.1677317797032
"vnpa3t",0.139758366639683,-0.433549019493276,0.678365293603903,0.369134828671134,-0.4470926729663,-0.158757600492357,-0.782167552977774,0.293893240212652,0.257352316296884
"o9r2s9",-0.214888747644425,-0.272679808744453,-1.58013512825859,-1.38235415750643,0.0440700743924915,0.641154452291284,-1.16746989258412,1.01557987886659,0.979626190849906
"vqsp51",0.490030346876531,0.622784186785562,1.06654505361152,-0.570688529765606,0.00224771423212301,1.18306138242197,0.990223209211407,-0.427451937507377,-1.24525782375466
"54rbf6",0.147088042604273,0.966638359879779,-1.19195536825097,-0.827003991157444,0.67687084572354,-1.2849438378866,0.951692975250773,1.42095425660775,0.30307432432699
"cg5opm",0.875004497369055,0.299161759908203,0.501919948145896,0.88176575145481,-0.616880781000629,-0.590910969862604,0.181088296038085,0.177129977252053,0.147266965910522
"gias8l",0.105906372883689,-1.19828758437745,0.925388777245112,1.39439667423849,-0.103378724350124,0.113108374657299,-0.0886233416863555,1.10543786093847,0.734157116607899
"g8mue4",-0.898655687069162,-0.317229601122154,1.49001388271073,1.00992348215073,0.100248085460937,0.907039485736636,-1.78395363595427,1.41189373616721,1.966506676142
"581o6b",0.316270289928519,1.08049919716706,-0.309728640960936,-0.357092311939075,-1.05523372759807,1.39777018661484,0.527860401683795,0.694525253857844,0.0872288823840248
"3cisof",-0.56652827557728,-1.28007858764301,1.45472481361913,1.13808121284665,1.54206860646565,-1.08925993559048,1.64523718654219,-1.47353097892849,-0.558017934129903
"gffjep",-2.28634756716463,-0.713639642163464,-0.697908400968551,-0.570688529765607,-0.612674285306797,0.189882332512669,0.566390635644429,-0.878126187517607,0.595474873166527
"ae083f",0.111602810397918,0.845886289479473,0.643076224512302,0.240977097975214,-0.605123037023895,0.659600669697505,0.296678997919988,0.202108406622409,-0.457560486449963
"qljrga",-1.16013457413452,-0.519903350044731,-0.450884917327341,0.454573315801746,-0.224433258530803,0.236043081842938,1.06728367713268,0.363812564165075,-0.159188882810334
"jc6imb",1.10471819509665,-1.58879008445972,-0.592041193693747,-1.38235415750643,-0.904656034016555,-0.922331793186227,-1.20600012654475,0.794605967928804,-0.147073440563884
"k8jj42",0.275201881187878,-0.214720092960268,-0.486173986418943,-0.186215337677849,-0.856004328823565,0.232393041505696,-1.05187919070221,-0.726305981410347,-0.780782543732203
"hbcmk0",-0.302201301285332,1.17608136139722,-0.94493188460976,1.56527364849971,1.1017980555442,1.01872511568865,0.296678997919988,0.334109287451847,-0.277072855766724
"m3iedt",0.356858192629688,0.935804500852601,-0.662619331876949,0.41185407223644,0.123344354809319,-1.67890418978865,0.681981337526332,-0.476308056094834,-0.32333247457304
"sc59q2",0.250220858128179,1.37628845181864,0.713654362695504,-1.38235415750643,0.165088068384678,-2.15666487939389,1.33699531485712,-0.0661298428524279,-0.756184412919971
"8d9bdf",-1.01690098884849,-1.68855819957986,-0.909642815518159,-0.741565504026832,-0.498568700599827,0.360098993357842,-1.20600012654475,1.350949555031,1.17140765011695
"g0fbi8",0.226403315258911,0.773419357061973,-0.94493188460976,0.326415585105827,0.114679169553406,0.252209580311457,-1.62983270011173,-1.63986821672375,-1.15259660982898
"ith8sv",0.643481147472876,0.47746138778439,0.925388777245112,-1.33963491394112,-0.272580485996247,0.191476317936901,-0.319804745450162,-1.09781216458926,-0.0632593312823058
"93n4ek",-2.2362661064664,-0.571098589326036,1.84290457362675,1.82158910989155,1.69060280682374,1.44990585020745,-2.13072574159998,0.934471202422937,1.94215163445292
"bq0st6",-0.333948739308184,-0.76050395017685,1.52530295180234,0.88176575145481,-0.224788024776706,0.142400626945956,1.10581391109331,0.308525895646578,-0.0358539548309144
"n5d7tb",0.96924074652369,0.894963957132182,-0.345017710052537,-1.16875793967989,-0.15470883138989,-0.188086017432789,0.373739465841257,-0.354720810073056,-0.0273730907169827
"euc6u0",0.0742595861920214,0.435189810554487,-0.380306779144138,-1.38235415750643,0.429132089281115,0.528441940510164,0.258148763959354,-0.135782984933604,0.11775097432907
"eg2l6u",1.06604273475962,0.795255464664196,-0.592041193693747,-0.271653824808461,0.72862046429167,-0.345602157655958,0.681981337526332,-0.0746993233958207,0.781339427231738
"dkds9f",-0.856314580423921,-0.301220671987858,0.6077871554207,0.112819367279296,0.403702482484431,0.0742982167920071,-0.936288488820312,0.750385659527579,0.992115242207486
"9jdosf",-1.13539966151354,0.472533451627834,1.10183412270312,0.326415585105828,0.685431658380706,0.388568997539137,-0.936288488820312,0.721235922842254,1.02903364705445
"gc2chq",0.134514577906966,-0.554896951165716,0.784232500878707,-1.38235415750643,0.188237832781361,-0.590674579315121,-1.01334895674158,0.718358938859364,0.724695782044609
"dbvcjq",1.55693484418533,1.25016117778721,-1.58013512825859,0.0701001237139887,-0.293184943826186,0.734779970489776,1.22140461297521,-1.91984199008969,-1.53937371617142
"iattqt",0.416190405207954,-0.111747891139995,-1.54484605916698,0.155538610844601,-1.25494048633904,0.382844345974469,1.64523718654219,-1.50021408216154,-1.49909468183253
