"","PRISK","PBENE","DREAD","UNKNO","TRUST","KNsub","KNobj","PROGR","POLICY"
"nbkreg",-0.316269686211556,-0.267681596285014,0.223138717273182,0.17239683313497,-0.201822120504754,1.39698464859412,0.0750461426392514,-0.372888098990261,-0.0863915093110112
"hqkn46",0.482253259121893,0.206230008837737,-0.693348818062104,0.455912348785575,1.04902362929811,0.53795958643691,-0.0614907794949489,-0.0821592978502482,-0.464799357113126
"vhqjim",0.748427574233043,-0.312413884066587,-2.15615740620265,-0.0613932377610199,-0.109166879778616,1.19486110455713,0.797510740806412,0.0326895239724043,-1.9962842099723
"eorbqm",-0.209799960167096,-1.13322232395984,-0.306540984974676,-0.276223052319871,-0.433460222320098,-1.83699205599772,-0.968185175202143,0.298112619315826,-0.182322455777238
"qttpka",-0.263034823189326,-1.39237549551162,1.0291991092414,-1.13042699109641,-1.7769612128491,-0.321065475720293,0.338083499786848,0.582327019188537,-1.46889986173714
"460vtn",-0.0500953711004062,-0.216099660917801,1.93718738204503,-0.308446893218019,-0.294477361230892,-0.472658133748037,1.10755330420309,0.170098415655044,-0.151369062698773
"lisqmj",-0.901853179456086,0.778283035852409,0.00637914031138246,0.558920411271616,0.771057907119692,-0.0178801596648096,-0.219004995378248,0.45199728429992,-0.147351572793191
"805rpp",1.17430647841088,0.635560245514745,-0.423718241839459,0.147115186906672,0.0298159813105905,2.60972591281605,0.950240333458109,0.048957019816738,0.498309800634083
"h8llgf",0.801662437255273,0.0900904125131777,-0.153971403466628,-0.399650223586569,0.585747425667417,0.386366928409168,-0.0436892285707747,-0.0928396589134846,0.131325661813123
"umm6qb",-2.60536879616744,1.09063362452275,-3.42574573337063,-1.04011093033809,3.92133609180838,2.30654059676056,0.388816398423602,-0.0299112313553518,2.37825933816622
"fnr8nn",0.588722985166353,-1.05741580341354,0.383203728042646,0.906448630500401,0.307781703489004,-0.472658133748037,0.43283030703855,-0.0394100581057692,0.19313551714129
"huiltk",-1.22126235758947,-0.270034673819466,-0.300529397432559,-0.063406389864464,-0.618770703772374,-1.43274496792374,-0.149603024125931,-0.415702689553238,0.932129745374413
"3r4jqt",2.34547346489994,-0.299717891858141,1.95230049096431,1.03639735851242,-0.0628392594155473,-1.33168319590524,0.292327862947147,0.0740854969262186,0.296218090408078
"bf5e4m",0.109609217966284,0.587216503475424,0.436723575741684,-0.473423976254953,0.122471222036728,0.436897814418416,-0.247797953670798,-0.119454347381414,-0.503790246205597
"ulfdmg",0.0563743549440538,-0.103395090631118,-1.08035106708034,1.22714963133612,-0.0628392594155473,0.487428700427664,0.274948112061943,0.397591869260507,-0.0238789381980618
"rrkn7o",-0.475974275278246,-1.09084311371272,-0.296875019795447,1.6882532830992,-0.109166879778616,0.234774270381426,-0.0562852126568368,0.278669919506739,1.71276369500048
"nd0vch",-0.795383453411626,-1.49556742519277,-0.00313277080316909,-0.0840642102750059,1.28066173111345,2.15494793873283,1.26778659158549,-0.454227125240238,0.131965480327351
"a82kp9",-0.582444001322706,0.148859969898196,0.988270873850273,0.036098913431046,0.724730286756624,0.285305156390675,0.679119631036351,0.261973865981945,0.169044529957318
"ecncmn",-0.475974275278246,0.159520029882835,0.474401738398726,-0.37502300432714,0.0298159813105905,0.0831816123536839,-0.612589470014514,-0.284402636642187,-0.154926262733218
"e90thh",0.0031394919218238,-0.103395090631118,-0.711091432971328,0.259179728533562,-0.0628392594155473,-1.93805382801621,0.603899529541281,-1.52556350293375,-0.357234031736989
"ds7fdp",-0.529209138300476,-0.237578777036696,0.488908474517771,-0.360802237768759,-0.0165116390524784,1.49804642061261,-0.0324073183156354,0.165087028819196,-0.247835280770286
"oldntv",0.109609217966284,-0.0791624263640143,-0.141830071782617,-0.123274306633996,2.53150748091631,0.588490472446159,0.729179123024241,0.115388323570001,-0.693844566838678
"t83jiv",5.32662579414482,-1.78950151211505,1.63309140388096,0.249629288602525,-0.0628392594155473,3.31715831694551,-1.40480005789358,-0.305424694119755,-3.99565214961491
"h7nm8q",-1.00832290550055,0.781616455254103,-0.923825476641263,-0.619952978309616,1.04902362929811,-1.079028765859,0.476376051205118,0.367330367611135,-0.314494587759288
"pqr1pt",-0.742148590389396,0.299491395229333,-1.46304924037402,0.0116274640393738,2.2535417587379,0.335836042399921,-1.31519959664679,-0.277405633739668,0.188734606176217
"416m0v",0.695192711210813,-1.21484203460533,-0.304189014087174,-0.0662628046277139,0.261454083125935,0.234774270381427,-0.187839712458412,0.0529140062530744,0.202161797454168
"d0cqvs",0.0031394919218238,0.0564484128023508,0.131942892081281,-0.476456473900399,-1.7769612128491,-0.674781677785027,1.65706046023843,0.695669887746471,-0.286808756623209
"11baip",-0.103330234122636,0.812018987742812,-0.152393880214245,-0.652971828012294,0.0761436016736594,-0.169472817692552,1.00235244922471,0.85319811263353,0.66700612101729
"37627j",-1.32773208363393,-0.429243037368829,0.0685258055158422,-1.26412356060876,-0.0628392594155473,-0.927436107831263,0.193519088897008,-0.638127459089618,-0.113481861130303
"hsrld8",-0.103330234122636,0.258540187005815,-0.184121268446869,0.0634006801795183,-0.0165116390524784,-0.0178801596648105,-0.224847516133355,-0.030523524279876,0.235772499135586
"2tubma",0.0563743549440538,-0.640453786757865,0.553359629399145,0.498184265210864,-1.59165073139682,-0.674781677785026,0.0343864551387159,-0.394446106155325,0.149370519765714
"9rjefu",1.01460188934419,0.181904241653875,0.115699418736748,-0.189477645420071,-0.618770703772374,0.184243384372178,0.00113097729167766,0.140305269943884,-0.939701040676189
"vr1f5i",-0.475974275278246,-1.18552145062004,-0.411180358252438,1.4794120056759,-0.155494500141685,0.184243384372176,1.28171040749135,0.783786647023319,-0.1028861323407
"7hmm3f",0.322548670055204,-0.573563877387588,0.308325903058795,-0.130035478553873,0.0298159813105905,1.14433021854788,0.0557158396905062,0.196154855153207,0.122165498485363
"8htp13",0.269313807032974,-1.5148150502721,0.522297018592424,0.181044847711022,-0.201822120504754,0.639021358455405,1.03068985525923,-0.436261887301858,0.26388771748666
"7sce24",-0.529209138300476,0.100526005472523,-0.255587669267013,0.167960560496969,1.32698935147652,0.285305156390673,-0.0999700408672868,-0.540560735253059,-0.806797452211072
"vpg96h",1.22754134143311,-1.15198445459667,-0.0428291733573133,1.02458080214085,0.44676456457821,1.54857730662186,-0.156251139017362,0.20899256476096,0.0941493559616453
"oakeha",-0.475974275278246,-0.408865849612062,0.495503451673739,0.588080818362476,2.11455889764869,-1.38221408191449,-0.59890102077568,0.440053235032361,0.332746971396053
"6gsd3d",-0.529209138300476,-0.517220945226485,-0.0120638155733695,0.367058713694048,0.168798842399797,-0.573719905766532,-0.7584799659429,-0.354607191587722,0.00754932612640472
"qmo6om",-0.848618316433856,-1.45185416510162,-0.544324892575918,-0.661409570727768,-0.201822120504754,-0.472658133748036,1.26425823512009,0.707393656790691,0.147209477212013
"phoved",1.33401106747757,-0.755614739740816,-0.0581357004940125,-0.624200322314005,-0.0628392594155473,-0.321065475720295,0.0148023862269398,0.489441767026662,-2.04213229919737
"o1435g",0.0031394919218238,-0.103395090631118,-0.114279039727601,-1.33577553493074,-0.201822120504754,1.29592287657562,-0.335112599653987,0.0437961997853134,0.401905238675669
"p9k54s",1.06783675236642,0.202477412857809,0.567629454102652,-0.0170667002722637,0.168798842399797,0.891675788501641,-0.273340422839072,-0.147343716472194,-0.646283741991599
"os41vo",-0.369504549233786,0.331816352534978,0.591805621767315,-0.723228055535614,0.632075046030486,-0.0178801596648103,-0.799408785100912,-0.0382227131384737,0.00278510176589414
"ib9a80",-1.70037612478954,-1.00510604987687,-1.86241790390132,-1.21677602241887,0.632075046030486,0.790614016483147,0.280400253118264,0.170428330816207,0.328529153451783
"dm1trh",0.375783533077434,0.478880538456888,-0.0893516179986417,-0.791053249718048,0.539419805304348,-0.371596361729542,0.338190400121273,-0.13518589353825,0.216999255194134
"va1mrd",1.54695051956649,-1.11468338645408,0.25473599191832,0.844001805912653,-0.340804981593961,-0.624250791775778,-0.714087168105542,-0.561980301641076,-1.05632937434792
"inomfi",0.0031394919218238,-2.24057146769676,0.111294665207862,0.313299130374411,-0.0628392594155473,1.29592287657562,-0.536049498445781,0.380196883058112,0.495044378824837
"hc0vd3",0.162844080988514,-0.057282839631363,0.963946123047271,0.796494213241468,0.215126462762866,-0.169472817692553,-0.148971941832735,0.0180188847720339,-0.539145801137497
"m1qh6i",0.269313807032974,0.756870662229189,0.572327984449837,-0.374563942484684,1.41964459220266,0.790614016483147,-0.00264642996128981,0.919336046204904,0.835412142962276
"29nbt2",-0.795383453411626,0.672962920293514,-0.224420195160657,-0.364480563848294,0.0298159813105905,-1.12955965186825,-0.0736019654184486,0.157852942620332,-0.35221187492716
"2ct5m2",-0.529209138300476,-0.103395090631118,-0.311609627467658,-0.551358207249707,-0.0628392594155473,-1.68539939796997,-0.0998546639951385,0.721904566279434,2.36112941065265
"d1rr3o",2.71811750605555,-0.094891275470947,-0.199006156118621,0.613662103115985,-1.31368500921841,-0.0684110456740582,-0.281245644004948,0.697965677068036,0.178536489325148
"3ul736",0.0031394919218238,-0.673909580635173,-0.104783487608493,-0.0797060828666002,0.215126462762866,-1.88752294200696,-0.340468263643264,0.597043267301136,-1.33828990683595
"14qjmq",0.109609217966284,-0.695396775842082,-0.116585971950223,-1.47809496314004,0.724730286756624,1.09379933253863,-0.18701171410567,0.616872483602144,-0.790281860789985
"e54igf",-0.742148590389396,0.697381365762728,0.0757895448483485,0.0804159008801289,0.168798842399797,0.487428700427661,0.36742345513025,0.474793427108561,1.27916078051527
"onbai5",-0.422739412256016,0.153228575166343,-0.158171798893878,0.444995990666986,0.539419805304348,-0.371596361729542,-0.540591271828313,-0.146393454801242,0.628543588912374
"6lquee",2.02606428676656,0.829446643904205,0.925749108795349,-0.894721031493301,2.11455889764869,0.234774270381425,0.381440575483775,0.331908045930339,0.966075455895741
"uvqeug",-0.582444001322706,0.565728459005698,0.0671682640635506,0.444574537072881,-2.00859931466444,-3.40344952228438,2.2088998521345,0.664915487945831,-0.263502381575897
"eeg9qg",-1.06155776852278,0.389269292146222,-0.167060151182911,-2.61355191521807,-1.36001262958148,2.00335528070508,0.675521101263124,0.421527505193427,-0.234626466959708
"oom8ln",0.269313807032974,0.45424697894462,-0.0761831781967441,0.631498773865919,-0.0628392594155473,-0.270534589711048,0.171161457503208,0.566812814421775,-0.434710337255512
"nmtkrt",1.06783675236642,-0.773722599897652,0.565949651185852,0.134924409953205,-1.22102976849227,-0.0178801596648107,-0.399706904172263,-0.849951464078266,-1.39711253973314
"3s5100",0.748427574233043,-0.486622004659201,1.3508364506737,0.747007394961785,-0.109166879778616,0.0831816123536841,-0.320813531047937,-0.530199296932458,-0.128878501481647
"4gttek",1.3872459304998,1.38496903132161,0.0925982217057812,1.74219525807251,-0.340804981593961,0.234774270381427,-0.0685706410530275,1.15507563077499,-0.460676532243166
"oc9qgm",-0.848618316433856,-0.111095841406734,0.0706501394650547,-0.672347341846469,0.168798842399797,-1.68539939796997,-0.0872514461227583,-0.171211758655829,-0.150280190313706
"131s1v",-0.0500953711004062,-0.372284095919508,-0.410499529738323,0.153576938359153,-0.665098324135443,-0.42212724773879,-0.00522737515963929,-0.223941730883465,-0.418363816971986
"b0reem",-0.742148590389396,-1.36400719672109,0.06853741899001,-0.328208678172991,0.632075046030486,0.234774270381427,0.0863472495510874,-0.0995177390733684,0.0212389546581637
"idukrd",0.588722985166353,0.528633576555333,-0.0142563752736435,-0.0769392768354757,-0.0165116390524784,-0.977966993840511,0.00249786086036378,0.175019909459337,-0.0776540330530156
"gfptmq",-1.91331557687845,0.512606712733644,0.124355028312058,0.271485075754659,0.122471222036728,1.04326844652939,-0.309916826391568,-0.0981699684919679,1.18378204163483
"b1nb1u",-0.635678864344936,0.599565592900875,-0.647404559144445,-1.26210861634988,-0.618770703772374,-0.422127247738789,0.0694384592844531,0.233195322412545,0.659675758494525
"ubpd21",-0.955088042478315,-0.111152806288762,0.901982844514186,0.634855917489674,2.11455889764869,2.15494793873283,2.11089816229809,0.640579089823984,2.23164364396849
"7jujkp",-0.582444001322706,-1.41690617449348,-0.0238339270756227,-0.189982397913685,-0.387132601957029,-0.220003703701801,0.369144422796865,0.350188953332877,0.181256851930406
"jjolh1",-0.103330234122636,-0.824325042660439,0.884639693622452,0.393743026395604,-0.294477361230892,-0.573719905766533,0.19826663990568,0.393031339387388,-0.335401165106566
"7krtee",-0.316269686211556,0.349131350552315,0.0442753730233592,0.742014746916875,-0.665098324135443,-1.33168319590524,0.164045288841926,0.463489466257059,-0.0909818328417686
"uvpoam",-0.422739412256016,-0.411769040927649,-1.13535175669221,-0.595112675631674,0.539419805304348,-0.068411045674057,0.147928754990161,0.0880206584697126,0.0654583950883925
"7ab46t",3.19723127325562,0.263599198514462,-1.13888986260042,-0.508922439321191,0.122471222036728,-0.2200037037018,0.608533006219001,-0.0310054300126155,0.822226507309959
"l57ma8",-0.742148590389396,-0.123258724998665,0.0504534551175021,-0.147789802673253,0.354109323852073,0.689552244464652,0.378034290423471,-0.0103611395392271,1.10077774499648
"osoq3b",-0.955088042478315,0.360388289229285,0.630588885730462,0.600243442258158,-0.109166879778616,0.133712498362932,-0.0489102737850996,-0.0852669080657164,0.256913515112081
"11vic0",1.06783675236642,-0.659814494612658,-0.754315181353309,-0.301512398860208,-1.9159440739383,-0.118941931683306,-0.0376608067473578,-0.390627560496037,-0.520799184713223
"s10j59",0.162844080988514,-0.146073164855813,-0.606951960753148,-0.199858259184021,1.18800649038731,-0.0684110456740574,-0.273925893682619,-0.415482409329899,-0.429711485978411
"223rio",-0.156565097144866,0.366679743945776,0.174539236819363,-0.458992892757684,0.0761436016736594,-0.674781677785026,-0.00220599845429686,-0.321905963630474,-0.422170220097627
"8kai7h",0.908132163299733,0.505624427145245,-0.216800959303001,-0.161210534116264,1.41964459220266,-0.0178801596648108,0.451729588752443,0.205952548294777,1.0056873570689
"7gm6ef",-0.263034823189326,-0.411713349939846,1.58576381415921,-0.179773710199598,-0.75775356486158,1.49804642061261,-0.30943163619846,-0.0137511275180557,-0.126116732732976
"18e2kj",0.269313807032974,-1.15309573594103,0.510351190147485,0.289721262793626,-0.75775356486158,-0.321065475720296,-0.623842261549368,0.40226203407145,-1.53309456218622
"d6t03n",-0.795383453411626,0.948423113680084,-1.28661747053915,-0.0846935109396648,-0.248149740867823,1.90229350868659,-0.0668853744666296,-0.218151814854512,0.524681274317406
"c4m1i3",0.429018396099664,0.290567129596703,-0.0168170844941417,-0.538933881157719,-0.618770703772374,-0.573719905766531,0.0633508329410027,-0.412160015100356,0.812895494355082
"hmlkd2",0.641957848188583,-0.538410550350046,1.03606691226022,-0.0286705800006939,0.724730286756624,-0.674781677785026,0.0819168807689577,-0.259651926536886,0.725489828784179
"cgvncc",3.19723127325562,-0.910053178145459,0.1634595754358,1.35380793385477,0.0761436016736594,-0.0684110456740588,0.0125810968060926,0.016645561629887,-0.189419722017586
"9cmhho",-0.422739412256016,-0.517622689734467,0.940673841273641,-0.802481010348512,-0.248149740867823,2.55919502680681,-0.118769167949007,0.281434064766515,0.0555770760513446
"1lsjtt",-0.529209138300476,0.365056183106415,0.633044991467424,0.214080194834921,0.400436944215141,0.133712498362932,-1.05633735059854,-0.773158722004401,-0.195804841652579
"r3o87j",0.162844080988514,0.363935548779808,-0.230532503976561,-0.486114669626387,0.261454083125935,0.386366928409168,-1.41586206157215,0.595347768137876,-0.731020176093159
"hhsge8",1.06783675236642,-0.226432797978148,0.29256886040729,0.00546016072369259,-0.294477361230892,0.285305156390674,1.76782459494407,0.40109149217716,0.44032635977172
"obrkm3",-1.75361098781176,-0.721142041330126,0.0853149576623529,-0.212754610996441,-0.294477361230892,-0.674781677785027,0.605480939233957,0.169221243942642,-0.118532057681012
"2mmjas",0.162844080988514,-0.72214023989903,-0.394051247181501,0.189155545098039,-0.0628392594155473,0.0326507263444369,-0.0215324914366381,-0.685112809755317,0.576485948956416
"coojom",0.109609217966284,-0.42216764886367,1.07567861715612,0.452478513068553,1.41964459220266,-0.422127247738789,-0.272825929822021,0.0784034472937292,0.809494242045596
"lld9t7",-1.64714126176731,0.594917678882449,-1.17803619673241,-0.486067826285354,0.0761436016736594,0.891675788501642,0.592750063615642,0.0852199682306611,0.173375385539131
"lcri2v",0.0563743549440538,0.681868479961666,-0.300451834038111,0.234344928996797,0.44676456457821,1.19486110455713,0.18925152624886,0.861148630485477,0.210562368234089
"im0ib5",1.06783675236642,0.261770725877103,-0.609634000134409,0.0135304126563711,-1.1747021481292,0.234774270381426,-0.63894484308181,0.252334355523693,-0.250161962323757
"nsa433",2.23900373885548,-0.012477853423143,0.253013802588692,-0.179244991014341,0.122471222036728,-0.0684110456740583,-0.262686311011224,-0.590372328718555,-0.766899532865975
"a07vgo",-0.103330234122636,-0.558367287634353,-0.294277362544833,-0.144907804233123,-1.26735738885534,-0.472658133748036,-0.604045619009044,-0.180964157330383,-0.368805604834782
"th4opn",0.109609217966284,0.201170148066274,0.440892538462865,-0.151907503757815,-0.433460222320098,-1.1800905378775,-0.807841442250865,0.0157994386874959,0.661479329938625
"8m92lo",0.0031394919218238,-0.103395090631118,-1.41795023216636,0.820339999054672,-0.0628392594155473,-0.0684110456740578,0.0843045038083316,-0.265775011005481,-0.0238789381980618
"aptahf",-1.00832290550055,0.716752700493986,0.0552178915431838,-2.19259648936079,0.400436944215141,3.21609654492702,1.03050989620907,-0.324500619343191,2.13431418055043
"43gtp1",-0.103330234122636,-0.885139885251505,-0.0802196811633816,-0.19099554526536,1.46597221256573,-0.270534589711048,0.216703636626794,0.00957221549034111,-0.380804786658014
"703r88",0.375783533077434,0.490426988129193,0.143630763061482,-0.201870744611596,-1.03571928703999,0.436897814418416,-0.0299810811080642,-0.0444046418686123,-0.0238789381980618
"ai69l0",0.109609217966284,-0.150011542037852,0.516280872097225,-0.357000103880277,1.41964459220266,-0.927436107831263,0.414081199344304,0.201896919339145,-0.410299715527381
"m0omlu",0.641957848188583,0.0479263163091103,0.0168260400615273,0.33618888815015,-0.387132601957029,1.34645376258487,0.235963571769825,-0.441223179363903,-0.432492514262646
"8ff4va",1.28077620445534,1.17099538080213,-0.00110853269840397,-0.20822347045139,-0.665098324135443,-0.826374335812768,-0.114934815744609,-0.363042554005675,-0.280167504853171
"c1uj09",-0.103330234122636,-0.712909455832221,0.225593020770466,-0.502506370528366,-1.12837452776613,0.689552244464652,0.297955984936339,1.13289209533609,0.142225014661995
"9gbopc",0.0031394919218238,0.0205574899817049,-0.161387055913932,-0.155338273839428,-0.618770703772374,0.133712498362931,0.129495686985024,1.28712246820666,0.361076561493774
"r038am",-0.263034823189326,0.494879767963269,0.0464085985596001,0.948585702800469,0.678402666393555,-0.97796699384051,-0.997970921267542,-0.132746167230373,-0.240983038544197
"qro3c2",-0.0500953711004062,-0.355350862551448,-0.440652598501755,0.778879549773657,-0.989391666676925,0.7400831304739,0.193919067027251,-0.0640278236432867,0.0845949572907349
"daf8rq",-0.742148590389396,0.464663865939487,-0.691406531636176,-1.8642231813651,0.910040768208899,1.5991081926311,0.894578598552717,-0.424219195515003,-0.134518985678563
"12372i",0.109609217966284,-0.797349457121593,0.176399588948158,-1.13295356950576,0.678402666393555,-1.58433762595148,-0.94585271551722,-0.212536884581881,-0.137852877029294
"6311re",-1.96655043990068,-0.391335737551671,0.189373638522559,0.201056480957952,-0.109166879778616,-0.01788015966481,-0.0484310090674098,0.608075842807805,0.686097886054718
"bfpqkm",-0.156565097144866,0.771273965211517,-0.0199757868024233,0.56216394960034,-0.526115463046236,-0.0178801596648109,-0.762478913365124,0.251050925413101,-0.749123711123079
"4uo5kl",-0.316269686211556,0.783530376351617,0.876678960456695,0.316436078354892,0.678402666393555,0.0831816123536827,0.296398855911483,0.541320120102643,1.9830343190278
